epoch,accuracy,dice_coef,jaccard_coef,loss,val_accuracy,val_dice_coef,val_jaccard_coef,val_loss
0,0.66598076,0.38888142,0.24442282,1.6627854161624667,0.7031965255737305,0.5687559247016907,0.39796313643455505,1.1421579122543335
1,0.69488895,0.5018814,0.33576095,1.3241807047890712,0.704754650592804,0.5804536938667297,0.40983307361602783,1.107858419418335
2,0.69549066,0.53214556,0.3632723,1.2146158744639988,0.7042571306228638,0.5811777710914612,0.4102858901023865,0.9902665019035339
3,0.6958599,0.55494225,0.3848445,1.128827127097528,0.7040859460830688,0.6448735594749451,0.4769010543823242,1.0130696296691895
4,0.6973236,0.5750457,0.40452924,1.0604919408318363,0.7041720747947693,0.6465672254562378,0.47889211773872375,1.242635726928711
5,0.6990567,0.59177613,0.4210951,1.007416521257992,0.7040370106697083,0.6256123185157776,0.4564087688922882,0.8305716514587402
6,0.7009441,0.6045214,0.43399188,0.9632063461821291,0.7035619020462036,0.6751872301101685,0.5109401941299438,1.153891682624817
7,0.7076161,0.6166851,0.44664326,0.9248333184779445,0.7107868790626526,0.6432619690895081,0.47517284750938416,0.7846946716308594
8,0.7303811,0.62957036,0.4603627,0.8865925199057483,0.7353430986404419,0.6514266729354858,0.4846416115760803,0.8255248069763184
9,0.74146545,0.6419951,0.47388807,0.8496357884399498,0.734229326248169,0.6728917360305786,0.5083425045013428,1.0507044792175293
10,0.75108916,0.65397805,0.48692912,0.8157230308161506,0.7332487106323242,0.7010102868080139,0.5409350395202637,0.6285944581031799
11,0.75854826,0.664222,0.49827126,0.7837365313515633,0.7398420572280884,0.7021958827972412,0.5428688526153564,0.7587072253227234
12,0.7651506,0.6764507,0.5121499,0.7469748202004011,0.7388510704040527,0.7024690508842468,0.5428415536880493,0.7368550300598145
13,0.77054197,0.68514067,0.52227473,0.720537356042032,0.7463690042495728,0.7041962146759033,0.5450250506401062,0.9578680992126465
14,0.7773774,0.6967746,0.5355781,0.6831002391969101,0.7521308064460754,0.6966401934623718,0.5354798436164856,0.6954847574234009
15,0.78397655,0.7070628,0.54795086,0.6540094201889219,0.7529958486557007,0.7061916589736938,0.547658383846283,0.9409462213516235
16,0.78898835,0.716765,0.55964595,0.623838193573152,0.7386196255683899,0.7091740369796753,0.5506688356399536,0.8197609782218933
17,0.79469764,0.7264712,0.5715404,0.595081269552436,0.7551741600036621,0.7242518067359924,0.5692672729492188,0.8645058870315552
18,0.8039468,0.7371823,0.58475226,0.5655675899661794,0.756412923336029,0.7299315929412842,0.5764144659042358,1.019948959350586
19,0.8138034,0.74796903,0.5984486,0.5331785213438016,0.7530220150947571,0.7266295552253723,0.5721574425697327,1.0075180530548096
20,0.8222857,0.7578406,0.6110469,0.5066383265053169,0.753556489944458,0.7401584982872009,0.5890366435050964,1.0990616083145142
21,0.8301498,0.76782715,0.62412846,0.47960164115021503,0.7509655356407166,0.7241013050079346,0.5689244270324707,1.0639787912368774
22,0.8394437,0.7751113,0.63377756,0.45651442776846735,0.7528491020202637,0.7297976613044739,0.5758032202720642,1.1913325786590576
23,0.8540292,0.7871476,0.64983654,0.426468302342522,0.7621381878852844,0.7340264320373535,0.581495463848114,1.0927298069000244
24,0.8591501,0.7927883,0.6576072,0.4117779827947858,0.7615734338760376,0.7409923672676086,0.5896915197372437,1.169737458229065
25,0.86627996,0.80023867,0.66791064,0.3934665455046711,0.7617418766021729,0.7463540434837341,0.5971869826316833,1.461069941520691
26,0.8764296,0.8115918,0.6837552,0.3592669388774452,0.7585829496383667,0.7377957105636597,0.5861476063728333,1.375894546508789
27,0.88320875,0.81815094,0.6930627,0.3410980231541244,0.7717012166976929,0.7520222067832947,0.604346513748169,1.1864532232284546
28,0.88953495,0.8218831,0.69828975,0.32542858621742154,0.7642802596092224,0.7407345771789551,0.5897353291511536,1.112512230873108
29,0.8951379,0.82921714,0.70893973,0.30951232826219327,0.7663025856018066,0.750196099281311,0.6015502214431763,1.8525772094726562
30,0.9025158,0.83622444,0.7191924,0.28607857059923153,0.7670080661773682,0.7509729266166687,0.603969931602478,1.1153922080993652
31,0.90600264,0.83795303,0.7217344,0.2782907218825591,0.7648873329162598,0.7469817996025085,0.597838819026947,1.6430543661117554
32,0.9084065,0.8420633,0.7278084,0.2707943408455275,0.771192729473114,0.7484835982322693,0.5997213125228882,1.248542308807373
33,0.9117333,0.845217,0.73248357,0.25944623817937285,0.76543128490448,0.7443573474884033,0.5942249894142151,1.5125408172607422
34,0.9164931,0.8488982,0.7380502,0.24376125452167627,0.7685976624488831,0.7484996318817139,0.5997337102890015,1.8540630340576172
