epoch,accuracy,dice_coef,jaccard_coef,loss,val_accuracy,val_dice_coef,val_jaccard_coef,val_loss
0,0.6933075,0.54436415,0.37903768,1.2998773424497134,0.7031965255737305,0.6023562550544739,0.43176016211509705,1.1776108741760254
1,0.69568527,0.57656217,0.40606683,1.1648682348335846,0.704754650592804,0.5916693806648254,0.42108970880508423,1.1253522634506226
2,0.6956075,0.57941115,0.40885457,1.1246617347756518,0.7042571306228638,0.5900558829307556,0.4192325174808502,0.9947383999824524
3,0.6956302,0.58643603,0.4158557,1.0727872346775442,0.7040859460830688,0.6055603623390198,0.4350539743900299,1.0101615190505981
4,0.6956112,0.59814954,0.4278008,1.0138598436230346,0.7041720747947693,0.6075592041015625,0.4372166097164154,1.1544986963272095
5,0.69567263,0.61385244,0.4438142,0.9556233438698551,0.7040370106697083,0.6262326240539551,0.45704707503318787,0.8056455850601196
6,0.69569516,0.62626296,0.45681158,0.9097004907229279,0.7035619020462036,0.6598002910614014,0.49347394704818726,1.007103681564331
7,0.69561946,0.6381105,0.46945664,0.8680747878513758,0.7035321593284607,0.6338222622871399,0.4648571312427521,0.7729010581970215
8,0.69562167,0.64840335,0.480708,0.829695532593546,0.7037872076034546,0.6246834397315979,0.4552561342716217,0.8356043100357056
9,0.6956659,0.6599079,0.49349,0.7903324844716471,0.7037307024002075,0.6505376696586609,0.4829212427139282,0.8108633756637573
10,0.6956485,0.6700103,0.5047566,0.7541737519204617,0.7037926316261292,0.6742430925369263,0.5092533230781555,0.5816586017608643
11,0.6987938,0.680821,0.51699764,0.7166374763355979,0.7150527238845825,0.6877222657203674,0.5252045392990112,0.6790684461593628
12,0.75913626,0.7021516,0.54190457,0.6717412246839155,0.7771965861320496,0.686180830001831,0.5234163999557495,0.5281499624252319
13,0.80320096,0.73211765,0.57854277,0.5991181498275527,0.7813442349433899,0.7248871326446533,0.5697638392448425,0.9036022424697876
14,0.82154155,0.75399756,0.6060421,0.5396060266449482,0.7779895663261414,0.7171270847320557,0.5601426959037781,0.6315903067588806
15,0.8404992,0.7776938,0.6371828,0.48124710088477857,0.7772740721702576,0.6999318599700928,0.5395145416259766,0.6894155740737915
16,0.857619,0.7989666,0.6661023,0.4259604744235926,0.7890825867652893,0.74146968126297,0.5901605486869812,0.4592798352241516
