epoch,accuracy,dice_coef,jaccard_coef,loss,val_accuracy,val_dice_coef,val_jaccard_coef,val_loss
0,0.6862578,0.47598937,0.3168115,1.5447483969261957,0.69465571641922,0.5188911557197571,0.3508096933364868,1.5384820699691772
1,0.6899944,0.50945437,0.34293622,1.3953363573228992,0.6956604719161987,0.500543475151062,0.33430367708206177,1.3748772144317627
2,0.68987864,0.5173113,0.34990355,1.3509495538048428,0.6947847604751587,0.446544349193573,0.28774434328079224,1.4675419330596924
3,0.6898467,0.52426326,0.35626644,1.313825101026446,0.6945224404335022,0.5624470114707947,0.39203453063964844,1.2043673992156982
4,0.6908326,0.5374094,0.36828312,1.2530817156634695,0.6982101202011108,0.5770233869552612,0.40609684586524963,1.062638521194458
5,0.69488955,0.5482687,0.378641,1.2080041839391067,0.704647421836853,0.5709818601608276,0.3999365270137787,1.2343240976333618
6,0.7039167,0.5655396,0.3951057,1.1478461071080013,0.7126482725143433,0.5824777483940125,0.4115506708621979,0.967669665813446
7,0.7105457,0.5779384,0.40744415,1.1050675325370245,0.7126124501228333,0.5892696976661682,0.4182962477207184,1.0129514932632446
8,0.71660733,0.58978415,0.4191816,1.066981541436779,0.7193189263343811,0.5449718236923218,0.3749650716781616,0.9990862607955933
9,0.7225296,0.59954935,0.42905316,1.0306264469605992,0.7262042760848999,0.6213538646697998,0.4512012004852295,1.1296024322509766
10,0.72958887,0.6118899,0.4416122,0.988403168005791,0.7283769845962524,0.5992348790168762,0.42833414673805237,1.125818133354187
11,0.736288,0.62236434,0.45262304,0.9520249336006015,0.7342734336853027,0.5915032029151917,0.4204952120780945,1.0899288654327393
12,0.74181294,0.630311,0.4611848,0.9248272603794163,0.7367919087409973,0.6128469705581665,0.44241541624069214,1.1271520853042603
13,0.74842703,0.6406617,0.47225863,0.8884751210927377,0.7407035827636719,0.662149965763092,0.49577999114990234,1.0228694677352905
14,0.75429755,0.64960694,0.4820716,0.859706378246701,0.7343839406967163,0.628032386302948,0.45842212438583374,1.3045827150344849
15,0.7614906,0.6596667,0.49297616,0.8285185438409192,0.7444989085197449,0.6187199354171753,0.4484630227088928,1.02651846408844
16,0.76748896,0.66888475,0.503323,0.798560308150636,0.7476056814193726,0.6493360996246338,0.48140987753868103,0.8398545980453491
17,0.77374685,0.67807204,0.5138922,0.7695037639111793,0.7566478848457336,0.6889541745185852,0.5263375043869019,0.872700572013855
18,0.7826742,0.69078815,0.52839375,0.7323274851138234,0.7584362030029297,0.6713059544563293,0.5062510967254639,0.7460765838623047
19,0.78991777,0.70169616,0.54138917,0.699220133867545,0.755294680595398,0.6801009178161621,0.5159164071083069,0.8088482618331909
20,0.7963871,0.71039873,0.55184245,0.6734034799826526,0.7608679533004761,0.7032567262649536,0.5431241393089294,0.8114436864852905
21,0.8049792,0.72270167,0.566633,0.640413587597137,0.7572122812271118,0.6881624460220337,0.5254182815551758,0.7520677447319031
22,0.8146985,0.7369625,0.5842992,0.6001572157885577,0.7560244798660278,0.6877699494361877,0.5251031517982483,1.133833646774292
23,0.82744056,0.7537272,0.60549074,0.5560185598799872,0.759222149848938,0.6919330358505249,0.5299373865127563,0.8999428749084473
24,0.83664954,0.76674217,0.6224644,0.5217528617792107,0.7590290307998657,0.7064383029937744,0.5471057295799255,0.8101747035980225
25,0.8467824,0.78130746,0.6418084,0.4849856601300345,0.7560770511627197,0.6971561312675476,0.5358573794364929,0.897576093673706
26,0.85730946,0.79588413,0.6616858,0.4485847780833373,0.7578407526016235,0.7156567573547363,0.5583715438842773,0.6550963521003723
