epoch,accuracy,dice_coef,jaccard_coef,loss,val_accuracy,val_dice_coef,val_jaccard_coef,val_loss
0,0.6883125,0.53161895,0.36823982,1.3927444381049916,0.7041335701942444,0.5986816883087158,0.4277064800262451,1.250678539276123
1,0.6956858,0.57822824,0.40763372,1.2367015613785273,0.7052664756774902,0.5772420763969421,0.40633928775787354,1.1597003936767578
2,0.69560754,0.57896405,0.4081937,1.1919655837590182,0.7032175064086914,0.5531379580497742,0.38282325863838196,1.1285722255706787
3,0.69563,0.5827826,0.41206852,1.1437763312194922,0.7032479643821716,0.582895040512085,0.41200360655784607,1.1753168106079102
4,0.69561034,0.5904595,0.41968024,1.104358878014963,0.7046815156936646,0.5935943722724915,0.4226209223270416,1.0266149044036865
5,0.7005292,0.5984294,0.42771316,1.0617444291899476,0.7106288075447083,0.5724899768829346,0.4015803337097168,0.9194437265396118
6,0.70735085,0.606497,0.43587574,1.022652007809168,0.7151198983192444,0.6486148834228516,0.48056432604789734,1.0497194528579712
7,0.71353155,0.61439335,0.44415033,0.9894035615498507,0.7207781076431274,0.6191043257713318,0.44894328713417053,0.798339307308197
8,0.720664,0.62113476,0.45114177,0.9546806587448603,0.726879894733429,0.6127963066101074,0.44228026270866394,0.7447456121444702
9,0.7267751,0.62716746,0.45759806,0.9257050687753702,0.7351666688919067,0.612919270992279,0.44252118468284607,0.7930883169174194
10,0.7315718,0.63281953,0.4636201,0.899681250053116,0.7316819429397583,0.6362369060516357,0.46692466735839844,0.7502593398094177
11,0.7365708,0.63781905,0.46885437,0.8786779159232031,0.7330031394958496,0.6526520252227783,0.4851543605327606,0.7932689785957336
12,0.7408033,0.64550203,0.47724512,0.8533050099505654,0.743638277053833,0.647848904132843,0.4798159897327423,1.0246080160140991
13,0.7468862,0.65036994,0.482592,0.8311266727085355,0.7445592284202576,0.6664470434188843,0.5002880096435547,0.6854557394981384
14,0.7502982,0.6553072,0.48786157,0.8129414078555529,0.7499718070030212,0.6618143320083618,0.4952840209007263,0.712096095085144
15,0.75586253,0.6604729,0.49360445,0.7905980713759797,0.7513673305511475,0.6461414694786072,0.477873295545578,0.8580797910690308
16,0.7607464,0.6648086,0.49863136,0.7732605262647702,0.7537019848823547,0.6588806509971619,0.4917697310447693,0.9225797653198242
17,0.7681104,0.6710111,0.50549626,0.7471619194066977,0.7513616681098938,0.6826081275939941,0.5186052322387695,0.778337836265564
18,0.77191836,0.6757207,0.51091945,0.7288481852676295,0.7539530396461487,0.6760505437850952,0.5114374756813049,0.909736156463623
19,0.77895045,0.68228143,0.5183903,0.7027517133875738,0.7637385129928589,0.6691942811012268,0.5033090710639954,0.8477286100387573
20,0.7832333,0.68419385,0.52063245,0.6850820239586166,0.764840841293335,0.6893107891082764,0.5264625549316406,0.9504140615463257
21,0.788523,0.6890572,0.52624965,0.6659393226798577,0.7628741264343262,0.6819999814033508,0.5179030895233154,0.6676909923553467
22,0.7944547,0.6956829,0.53402805,0.6425229175935818,0.7632660865783691,0.6659762859344482,0.4997257888317108,0.741032600402832
23,0.80090904,0.698658,0.5375169,0.6182607825043835,0.7605972290039062,0.6439678072929382,0.47524937987327576,0.8209102153778076
24,0.8070027,0.70155615,0.54092956,0.5977981653394578,0.7644835710525513,0.6769253015518188,0.5121108889579773,0.7875872254371643
25,0.8140424,0.70410335,0.54394877,0.5713447920883759,0.7646244168281555,0.6881122589111328,0.5250290036201477,0.6620126366615295
26,0.8216164,0.7056263,0.54572755,0.5452439591099945,0.7646743059158325,0.6685488224029541,0.5027675032615662,0.8915398120880127
27,0.82845443,0.7073154,0.5477635,0.5217434164089493,0.7525541186332703,0.6314612627029419,0.4618559777736664,0.6584667563438416
28,0.8367972,0.70903045,0.5498242,0.49347958972182454,0.7552779316902161,0.6381706595420837,0.46910977363586426,0.840099036693573
29,0.84472555,0.71003085,0.55096936,0.46714247533037695,0.7598752379417419,0.6489801406860352,0.4809371531009674,0.7547550201416016
30,0.8524543,0.7059321,0.54607314,0.44139088761957385,0.7593727707862854,0.6369175314903259,0.46801677346229553,1.0031867027282715
31,0.8603077,0.7050667,0.5451406,0.41753249289114264,0.7531940937042236,0.6232305765151978,0.45316797494888306,0.791942298412323
32,0.8706872,0.7029765,0.5425066,0.38494856795178184,0.7571813464164734,0.6220313310623169,0.4521689713001251,0.8536013960838318
33,0.87962466,0.6925185,0.53026444,0.35759496175790134,0.757839024066925,0.6078126430511475,0.4370538890361786,0.8134912252426147
34,0.8868538,0.6927153,0.5303858,0.335226409797427,0.7532106637954712,0.6080585718154907,0.43740221858024597,0.9214193820953369
35,0.89686155,0.6814182,0.51732504,0.30506667204295534,0.7597029805183411,0.6317952275276184,0.46233975887298584,0.9263972043991089
36,0.90394,0.6918544,0.52947396,0.283921959958499,0.7485416531562805,0.5659118890762329,0.39503440260887146,1.1329889297485352
37,0.91163135,0.6818141,0.51788753,0.2609607514701312,0.7429866790771484,0.5705003142356873,0.39938679337501526,1.2083685398101807
38,0.91818297,0.6817235,0.5177069,0.24143994028055216,0.758148193359375,0.6083666682243347,0.43758848309516907,0.8542802333831787
39,0.92042005,0.6913468,0.52892405,0.23406735232359246,0.7451939582824707,0.5999733805656433,0.42888158559799194,1.1928892135620117
40,0.9287092,0.6971277,0.5357358,0.20961875877802885,0.7589658498764038,0.6084098815917969,0.43767717480659485,1.0173287391662598
41,0.93492913,0.69810116,0.5366679,0.19152148296184177,0.7371546626091003,0.5570200085639954,0.3864518702030182,1.4098458290100098
42,0.9366396,0.7078372,0.54843056,0.18530440771881537,0.7545642256736755,0.602999210357666,0.4320536255836487,1.3475379943847656
43,0.94224435,0.7105726,0.5515701,0.16904769883125642,0.7474095225334167,0.5708636045455933,0.39982879161834717,1.0739542245864868
44,0.94342464,0.71746516,0.5599212,0.1647348826633224,0.7546106576919556,0.6056116223335266,0.43495434522628784,1.601040005683899
45,0.9481003,0.7315942,0.57724047,0.15062106489380703,0.747657060623169,0.5951212048530579,0.4242403507232666,1.0738343000411987
46,0.94977987,0.7347376,0.5811249,0.14521853635205498,0.7441445589065552,0.5586706399917603,0.3881744146347046,1.1954659223556519
47,0.9526458,0.7436583,0.5923772,0.13648876112095917,0.7524113059043884,0.6079471707344055,0.4370543956756592,1.347485065460205
48,0.9519329,0.7504919,0.60106516,0.13780031568264658,0.7482005953788757,0.5684361457824707,0.39740920066833496,1.494566559791565
49,0.9499511,0.76506674,0.6201301,0.14287841063511522,0.7521094083786011,0.6239758133888245,0.4540463387966156,1.6097664833068848
50,0.9579502,0.77632135,0.6347918,0.11990515108727201,0.7518814206123352,0.6306005716323853,0.4611376225948334,1.6331650018692017
51,0.95799273,0.77472985,0.632696,0.119277295904069,0.7472190856933594,0.6047697067260742,0.43394872546195984,1.9759541749954224
52,0.9622643,0.78827834,0.65087676,0.10678479803513877,0.7577311396598816,0.6427927017211914,0.4741044342517853,1.753719449043274
53,0.95187724,0.795056,0.6602719,0.1363168516679655,0.7374176979064941,0.6036780476570129,0.43285611271858215,1.477828025817871
54,0.9625975,0.8055355,0.6746829,0.10504279249831092,0.7535659670829773,0.6451243758201599,0.47656241059303284,1.6572610139846802
55,0.9622991,0.8061984,0.67562056,0.10564693910411642,0.7423090934753418,0.6254242658615112,0.45570680499076843,1.1866252422332764
56,0.9580096,0.8104581,0.68167454,0.11766541775646089,0.7460994124412537,0.6207316517829895,0.45067426562309265,1.7266641855239868
57,0.9661378,0.8220995,0.69821954,0.09400600769285915,0.7566409111022949,0.6624904274940491,0.4961934983730316,1.1578657627105713
58,0.9680603,0.8261213,0.704065,0.08826396763324737,0.7431545257568359,0.6496345400810242,0.48178204894065857,1.6707103252410889
59,0.9595198,0.8262893,0.70448107,0.11289479262843917,0.7416923642158508,0.6597000956535339,0.4928995966911316,1.3232791423797607
